competitor_name,domain,campus_id,campus,state,course_code,competitor_type,model_cluster,intro_accounting_supported,campus_specific,course_specific_site,professor_specific,sponsored,pricing_model,price,free_trial,free_content,practice_exams,exam_reviews,video_content,live_reviews,one_on_one,study_guides,subscription,other_offerings,query_families,source_url,retrieved_at,confidence
Studocu,studocu.com,e60857bb-43c5-45a0-89e4-33f513882d40,University of Rochester,NY,,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,YES,,,,,,,school_exam_review,https://www.studocu.com/en-us/document/university-of-rochester/financial-accounting/syllabus-acc-201-fall-2022/72373759,2026-08-25T09:48:00.766Z,high
UniversityTutor,universitytutor.com,e60857bb-43c5-45a0-89e4-33f513882d40,University of Rochester,NY,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,fin_acct_tutoring; paid_tutoring,https://rochester.universitytutor.com/tutors/716022,2026-08-25T09:48:00.766Z,high
bufftutor.com,bufftutor.com,e60857bb-43c5-45a0-89e4-33f513882d40,University of Rochester,NY,,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,UNKNOWN,NO,one-time,$20; $20/hr; $100/hr,Get 10% Off Your First Hour!,,,,,,YES,,,,fin_acct_tutoring,https://bufftutor.com/c/cu_boulder-college_accounting_and_finance-tutors,2026-08-25T09:48:00.766Z,low
Superprof,superprof.com,e60857bb-43c5-45a0-89e4-33f513882d40,University of Rochester,NY,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,paid_tutoring,https://www.superprof.com/lessons/statistics/rochester-mn/,2026-08-25T09:48:00.766Z,high
Course Hero,coursehero.com,e4babfe5-48bd-4339-a430-c4a49cf502b3,University of Mount Olive,NC,,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,YES,UNKNOWN,NO,,,,,,,,,,,,,school_exam_review; school_study_guide,https://www.coursehero.com/sitemap/schools/1711-University-of-Mt-Olive/courses/4473179-ACC610/,2026-08-25T09:48:00.796Z,high
Studocu,studocu.com,e4babfe5-48bd-4339-a430-c4a49cf502b3,University of Mount Olive,NC,,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,YES,,,school_study_guide,https://www.studocu.com/en-us/document/university-of-mount-olive/intermediate-accounting-i/acc-311-exam-2-study-guide-income-cash-flow-statements-overview/140629046,2026-08-25T09:48:00.796Z,high
standyou.com,standyou.com,e4babfe5-48bd-4339-a430-c4a49cf502b3,University of Mount Olive,NC,,LOCAL_CAMPUS_TUTORING,LOCAL_REVIEW_CENTER,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,paid_tutoring,https://www.standyou.com/study-abroad/university-of-mount-olive-usa/,2026-08-25T09:48:00.796Z,medium
The Princeton Review,princetonreview.com,e4babfe5-48bd-4339-a430-c4a49cf502b3,University of Mount Olive,NC,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,paid_tutoring,https://www.princetonreview.com/grad-school-search?iid\u003d1033360\u0026page\u003d62,2026-08-25T09:48:00.796Z,medium
Knack,joinknack.com,5190a915-add2-421e-aaa6-cc49c69b9e63,Augsburg University,MN,ACC 221,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,YES,YES,UNKNOWN,NO,free,,Entire service is free for Auburn undergraduate students via university partnership.,,,,,,YES,,,,school_acct_tutoring; fin_acct_tutoring; paid_tutoring,https://app.joinknack.com/user/roemenc,2026-08-25T09:48:00.796Z,high
The Princeton Review,princetonreview.com,5190a915-add2-421e-aaa6-cc49c69b9e63,Augsburg University,MN,ACC 221,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_exam_review; school_study_guide; paid_tutoring,https://www.princetonreview.com/college/augsburg-university-1023280,2026-08-25T09:48:00.796Z,high
Wize Prep,wizeprep.com,5190a915-add2-421e-aaa6-cc49c69b9e63,Augsburg University,MN,ACC 221,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,LIKELY,YES,YES,UNKNOWN,NO,subscription,,Start Free Trial,YES,YES,YES,YES,,YES,YES,,,course_tutoring,https://www.wizeprep.com/courses/Acc221-Miami-University-Oxford-OH,2026-08-25T09:48:00.796Z,high
pickapeertutoring.com,pickapeertutoring.com,5190a915-add2-421e-aaa6-cc49c69b9e63,Augsburg University,MN,ACC 221,INDIVIDUAL_OR_LOCAL,OTHER,LIKELY,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,course_tutoring,https://www.pickapeertutoring.com/miamioh,2026-08-25T09:48:00.796Z,low
Quizlet,quizlet.com,5190a915-add2-421e-aaa6-cc49c69b9e63,Augsburg University,MN,ACC 221,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_study_guide; course_exam_review,https://quizlet.com/schools/augsburg-university/3046951/courses/international-business/18365105,2026-08-25T09:48:00.796Z,high
Studocu,studocu.com,5190a915-add2-421e-aaa6-cc49c69b9e63,Augsburg University,MN,ACC 221,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,YES,UNKNOWN,NO,,,,,,,,,,YES,,,course_exam_review,https://www.studocu.com/en-us/document/university-of-massachusetts-amherst/principles-of-financial-accounting/offical-acc221-study/42856619,2026-08-25T09:48:00.796Z,high
Scribd,scribd.com,5190a915-add2-421e-aaa6-cc49c69b9e63,Augsburg University,MN,ACC 221,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,YES,UNKNOWN,NO,,,,,,YES,,,,,,,course_exam_review,https://www.scribd.com/document/712968358/ACC221,2026-08-25T09:48:00.796Z,high
Docsity,docsity.com,5190a915-add2-421e-aaa6-cc49c69b9e63,Augsburg University,MN,ACC 221,NOTES_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,YES,,,course_exam_review,https://www.docsity.com/en/docs/acc-221-exam-1-study-notes/17656298/,2026-08-25T09:48:00.796Z,high
Course Hero,coursehero.com,5190a915-add2-421e-aaa6-cc49c69b9e63,Augsburg University,MN,ACC 221,NOTES_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,course_exam_review,https://www.coursehero.com/file/7829719/ACC-221-Exam-2-review/,2026-08-25T09:48:00.796Z,high
Course Sidekick (Course Hero),coursesidekick.com,5190a915-add2-421e-aaa6-cc49c69b9e63,Augsburg University,MN,ACC 221,NOTES_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,YES,,,,,,,course_exam_review,https://www.coursesidekick.com/accounting/34086810,2026-08-25T09:48:00.796Z,high
FrogTutoring,frogtutoring.com,41429690-d8eb-48ba-8335-ae92e477173f,Augsburg College,MN,,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,YES,NO,YES,NO,unknown,,Get a FREE Consultation,,,,,,YES,,,,school_acct_tutoring; fin_acct_tutoring,https://frogtutoring.com/tutors/augsburg-college,2026-08-25T09:48:00.766Z,high
The Princeton Review,princetonreview.com,41429690-d8eb-48ba-8335-ae92e477173f,Augsburg College,MN,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring; school_exam_review; fin_acct_tutoring; school_study_guide; paid_tutoring,https://www.princetonreview.com/college/augsburg-university-1023280,2026-08-25T09:48:00.766Z,high
UniversityTutor,universitytutor.com,41429690-d8eb-48ba-8335-ae92e477173f,Augsburg College,MN,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring,https://minneapolis.universitytutor.com/minneapolis_accounting-tutoring,2026-08-25T09:48:00.766Z,medium
Course Hero,coursehero.com,41429690-d8eb-48ba-8335-ae92e477173f,Augsburg College,MN,,NOTES_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_exam_review; school_study_guide,https://www.coursehero.com/sitemap/schools/1213-Augsburg-University/,2026-08-25T09:48:00.766Z,high
aejournal.com,aejournal.com,41429690-d8eb-48ba-8335-ae92e477173f,Augsburg College,MN,,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,school_exam_review,https://www.aejournal.com/ojs/index.php/aej/article/view/359/155,2026-08-25T09:48:00.766Z,low
Course Hero,coursehero.com,a1e57676-9ca7-46d9-a433-0227b694047e,North Carolina Central Univ,NC,ACCT 2400,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,YES,UNKNOWN,NO,,,,,,,,,,,,,school_exam_review; school_study_guide; course_exam_review,https://www.coursehero.com/sitemap/schools/1713-North-Carolina-Central-University/courses/4304399-ACCT2400/,2026-08-25T09:48:00.822Z,high
ulethbridge.ca,ulethbridge.ca,a1e57676-9ca7-46d9-a433-0227b694047e,North Carolina Central Univ,NC,ACCT 2400,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,course_tutoring,https://www.ulethbridge.ca/sites/default/files/2024/10/tutor_posting_-_fall_2024_4.pdf,2026-08-25T09:48:00.822Z,low
amazonaws.com,amazonaws.com,a1e57676-9ca7-46d9-a433-0227b694047e,North Carolina Central Univ,NC,ACCT 2400,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,UNKNOWN,NO,one-time,$20,"temporary software access for students enrolled in ACCT 5780 to complete course requirements, including recorded lectures, multiple-choice questions, task-based simulations, and mock CPA exams for BEC and AUD sections.",,YES,YES,YES,,,YES,,,course_tutoring,https://campussuite-storage.s3.amazonaws.com/prod/1558536/e366533c-f169-11e7-9166-122f978d8488/2358023/8b469644-633e-11ec-8222-0af57581349d/file/2021-2022%20Catalog.pdf,2026-08-25T09:48:00.822Z,low
The Princeton Review,princetonreview.com,a1e57676-9ca7-46d9-a433-0227b694047e,North Carolina Central Univ,NC,ACCT 2400,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,fin_acct_tutoring,https://www.princetonreview.com/college/north-carolina-central-university-1023372,2026-08-25T09:48:00.822Z,high
Quizlet,quizlet.com,a1e57676-9ca7-46d9-a433-0227b694047e,North Carolina Central Univ,NC,ACCT 2400,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,course_exam_review,https://quizlet.com/561324678/acct-2400-set-1-flash-cards/,2026-08-25T09:48:00.822Z,high
CliffsNotes,cliffsnotes.com,a1e57676-9ca7-46d9-a433-0227b694047e,North Carolina Central Univ,NC,ACCT 2400,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,course_exam_review,https://www.cliffsnotes.com/study-notes/27736786,2026-08-25T09:48:00.822Z,medium
Studocu,studocu.com,a1e57676-9ca7-46d9-a433-0227b694047e,North Carolina Central Univ,NC,ACCT 2400,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,YES,,,,,,,course_exam_review,https://www.studocu.com/en-ca/document/university-of-lethbridge/management-accounting/acct-2400-fall-2023-group-project/81678960,2026-08-25T09:48:00.822Z,high
Scribd,scribd.com,a1e57676-9ca7-46d9-a433-0227b694047e,North Carolina Central Univ,NC,ACCT 2400,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,course_exam_review,https://www.scribd.com/document/769039546/ACCT-3130-course-outline,2026-08-25T09:48:00.822Z,medium
The Princeton Review,princetonreview.com,deae68b0-ed73-4f47-a753-f9c3fbf80db2,University of Mary,ND,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_study_guide; paid_tutoring,https://www.princetonreview.com/college/university-mary-washington-1022940,2026-08-25T09:48:00.822Z,high
UWorld,uworld.com,deae68b0-ed73-4f47-a753-f9c3fbf80db2,University of Mary,ND,,EXAM_PREP_PLATFORM,NATIONAL_PLATFORM,YES,UNKNOWN,NO,YES,NO,per-course,$1,,,,YES,YES,,,YES,,,school_study_guide,https://accounting.uworld.com/partner/instructors/,2026-08-25T09:48:00.822Z,medium
Wyzant,wyzant.com,deae68b0-ed73-4f47-a753-f9c3fbf80db2,University of Mary,ND,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,paid_tutoring,https://www.wyzant.com/Bellaire_TX_tutors.aspx,2026-08-25T09:48:00.822Z,medium
bufftutor.com,bufftutor.com,233b5757-3c57-4670-8646-49c83abe263d,Norfolk State University,VA,,LOCAL_CAMPUS_TUTORING,INDIVIDUAL_TUTOR_SCALED,LIKELY,YES,NO,UNKNOWN,NO,one-time,$20; $20/hr; $100/hr,Get 10% Off Your First Hour!,,,,,,YES,,,,school_acct_tutoring; fin_acct_tutoring; paid_tutoring,https://bufftutor.com/c/norfolk_state_university-business-tutors,2026-08-25T09:48:00.796Z,medium
Course Hero,coursehero.com,233b5757-3c57-4670-8646-49c83abe263d,Norfolk State University,VA,,NOTES_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,YES,,,school_exam_review,https://www.coursehero.com/sitemap/schools/2441-Norfolk-State-University/,2026-08-25T09:48:00.796Z,high
FrogTutoring,frogtutoring.com,937aa008-9316-4e4c-acfd-1c28cd6629b6,"College at Brockport, SUNY",NY,,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,YES,NO,YES,NO,unknown,,Get a FREE Consultation,,,,,,YES,,,,school_acct_tutoring,https://frogtutoring.com/tutors/college-at-brockport--suny/nursing,2026-08-25T09:48:00.796Z,high
edu.sg,edu.sg,937aa008-9316-4e4c-acfd-1c28cd6629b6,"College at Brockport, SUNY",NY,,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring,https://ink.library.smu.edu.sg/context/soa_research/article/2583/viewcontent/using_an_online_tutorial.pdf,2026-08-25T09:48:00.796Z,low
ny.us,ny.us,937aa008-9316-4e4c-acfd-1c28cd6629b6,"College at Brockport, SUNY",NY,,LOCAL_CAMPUS_TUTORING,LOCAL_REVIEW_CENTER,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_exam_review,https://osc.state.ny.us/audits/allaudits/093000/97f31.pdf,2026-08-25T09:48:00.796Z,medium
FrogTutoring,frogtutoring.com,c687187a-56ca-4fed-9854-fe0f78301b02,Southern University & A&M Baton,LA,ACCT200,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,YES,NO,YES,NO,unknown,,Get a FREE Consultation,,,,,,YES,,,,school_acct_tutoring; fin_acct_tutoring; paid_tutoring,https://frogtutoring.com/tutors/southern-university-and-a-m-college/accounting,2026-08-25T09:48:00.822Z,high
UniversityTutor,universitytutor.com,c687187a-56ca-4fed-9854-fe0f78301b02,Southern University & A&M Baton,LA,ACCT200,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring,https://batonrouge.universitytutor.com/batonrouge_accounting-tutoring,2026-08-25T09:48:00.822Z,high
The Princeton Review,princetonreview.com,c687187a-56ca-4fed-9854-fe0f78301b02,Southern University & A&M Baton,LA,ACCT200,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_exam_review,https://www.princetonreview.com/college/southern-university-a-m-college-1037307,2026-08-25T09:48:00.822Z,high
Scribd,scribd.com,c687187a-56ca-4fed-9854-fe0f78301b02,Southern University & A&M Baton,LA,ACCT200,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,YES,,,,,,,school_exam_review; course_exam_review,https://www.scribd.com/document/903427127/Acc-Grade-10,2026-08-25T09:48:00.822Z,high
acct200ku.com,acct200ku.com,c687187a-56ca-4fed-9854-fe0f78301b02,Southern University & A&M Baton,LA,ACCT200,COURSE_SPECIFIC_SITE,STUDY_EDGE_MODEL,YES,YES,YES,UNKNOWN,NO,unknown,,First video of Topic 1 is free to view.,,YES,,YES,,,,,,course_tutoring,https://acct200ku.com/,2026-08-25T09:48:00.822Z,high
office365.com,office365.com,c687187a-56ca-4fed-9854-fe0f78301b02,Southern University & A&M Baton,LA,ACCT200,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,course_tutoring,https://outlook.office365.com/calendar/published/04b62a56e8a04230831eb76771bf35f5@und.edu/df1c59c803234f18aaf5d0411188a8675016941492585630257/calendar.html,2026-08-25T09:48:00.822Z,low
Quizlet,quizlet.com,c687187a-56ca-4fed-9854-fe0f78301b02,Southern University & A&M Baton,LA,ACCT200,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,YES,YES,,,,,,,course_exam_review,https://quizlet.com/109128458/accounting-200-final-exam-review-flash-cards/,2026-08-25T09:48:00.822Z,high
CliffsNotes,cliffsnotes.com,c687187a-56ca-4fed-9854-fe0f78301b02,Southern University & A&M Baton,LA,ACCT200,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,YES,,,,,,,course_exam_review,https://www.cliffsnotes.com/study-notes/22727836,2026-08-25T09:48:00.822Z,high
Studocu,studocu.com,c687187a-56ca-4fed-9854-fe0f78301b02,Southern University & A&M Baton,LA,ACCT200,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,course_exam_review,https://www.studocu.com/en-us/document/the-university-of-arizona/introduction-to-financial-accounting/accounting-200-exam-2-review-key-concepts-practice-exercises/142085341,2026-08-25T09:48:00.822Z,medium
GradeBuddy,gradebuddy.com,c687187a-56ca-4fed-9854-fe0f78301b02,Southern University & A&M Baton,LA,ACCT200,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,YES,,,,,,,course_exam_review,https://gradebuddy.com/doc/3426857/final-exam-review/,2026-08-25T09:48:00.822Z,high
Course Hero,coursehero.com,c687187a-56ca-4fed-9854-fe0f78301b02,Southern University & A&M Baton,LA,ACCT200,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,YES,UNKNOWN,NO,,,,,,,,,,,,,course_exam_review,https://www.coursehero.com/sitemap/schools/1753-University-of-North-Dakota/courses/1382370-ACCT200/,2026-08-25T09:48:00.822Z,high
FrogTutoring,frogtutoring.com,21d50e49-537c-4f56-829e-90c3d7307451,Columbus State University,GA,,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,YES,NO,YES,NO,unknown,,Get a FREE Consultation,,,,,,YES,,,,school_acct_tutoring; fin_acct_tutoring,https://frogtutoring.com/tutors/columbus-state-university/accounting,2026-08-25T09:48:00.822Z,high
Wyzant,wyzant.com,21d50e49-537c-4f56-829e-90c3d7307451,Columbus State University,GA,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring,https://www.wyzant.com/Columbus_State_University_Columbus_GA_ASVAB_tutors.aspx,2026-08-25T09:48:00.822Z,high
Course Hero,coursehero.com,21d50e49-537c-4f56-829e-90c3d7307451,Columbus State University,GA,,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,YES,,,school_exam_review; school_study_guide,https://www.coursehero.com/sitemap/schools/590-Columbus-State-University/departments/333107-FINC/,2026-08-25T09:48:00.822Z,high
Studocu,studocu.com,21d50e49-537c-4f56-829e-90c3d7307451,Columbus State University,GA,,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,YES,,,school_exam_review; school_study_guide,https://www.studocu.com/en-us/course/columbus-state-university/principles-of-accounting-2/398496,2026-08-25T09:48:00.822Z,high
The Princeton Review,princetonreview.com,21d50e49-537c-4f56-829e-90c3d7307451,Columbus State University,GA,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,paid_tutoring,https://www.princetonreview.com/college/columbus-state-university-1022894,2026-08-25T09:48:00.822Z,high
FrogTutoring,frogtutoring.com,843467b2-ed80-47ce-b70c-62713dfbe9c6,St. John Fisher College,NY,ACCT 101,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,YES,NO,YES,NO,unknown,,Get a FREE Consultation,,,,,,YES,,,,school_acct_tutoring; fin_acct_tutoring,https://frogtutoring.com/tutors/st--john-fisher-college,2026-08-25T09:48:00.849Z,high
The Princeton Review,princetonreview.com,843467b2-ed80-47ce-b70c-62713dfbe9c6,St. John Fisher College,NY,ACCT 101,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring; school_exam_review; fin_acct_tutoring; paid_tutoring,https://www.princetonreview.com/business/st-john-fisher-college-school-business-1038498,2026-08-25T09:48:00.849Z,high
kisacademics.com,kisacademics.com,843467b2-ed80-47ce-b70c-62713dfbe9c6,St. John Fisher College,NY,ACCT 101,LOCAL_CAMPUS_TUTORING,INDIVIDUAL_TUTOR_SCALED,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,YES,,,,school_acct_tutoring,https://kisacademics.com/tutors/act-ssc/math-methods/from/st-john-fisher-college,2026-08-25T09:48:00.849Z,medium
Studocu,studocu.com,843467b2-ed80-47ce-b70c-62713dfbe9c6,St. John Fisher College,NY,ACCT 101,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,YES,,,,YES,,,school_exam_review; course_tutoring; school_study_guide; course_exam_review,https://www.studocu.com/en-us/institution/st-john-fisher-college/557,2026-08-25T09:48:00.849Z,high
Course Hero,coursehero.com,843467b2-ed80-47ce-b70c-62713dfbe9c6,St. John Fisher College,NY,ACCT 101,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,YES,UNKNOWN,NO,,,,,,,,,,YES,,,school_exam_review; school_study_guide; course_exam_review,https://www.coursehero.com/sitemap/schools/1619-St-John-Fisher-College/,2026-08-25T09:48:00.849Z,high
tutors-on-call.com,tutors-on-call.com,843467b2-ed80-47ce-b70c-62713dfbe9c6,St. John Fisher College,NY,ACCT 101,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,course_tutoring,https://www.tutors-on-call.com/university-accounting-tutors/,2026-08-25T09:48:00.849Z,low
Quizlet,quizlet.com,843467b2-ed80-47ce-b70c-62713dfbe9c6,St. John Fisher College,NY,ACCT 101,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,YES,,,,,,,course_exam_review,https://quizlet.com/478992827/acct-101-exam-1-flash-cards/,2026-08-25T09:48:00.849Z,high
CliffsNotes,cliffsnotes.com,843467b2-ed80-47ce-b70c-62713dfbe9c6,St. John Fisher College,NY,ACCT 101,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,course_exam_review,https://www.cliffsnotes.com/study-notes/15613444,2026-08-25T09:48:00.849Z,high
3cmediasolutions.org,3cmediasolutions.org,843467b2-ed80-47ce-b70c-62713dfbe9c6,St. John Fisher College,NY,ACCT 101,LOCAL_CAMPUS_TUTORING,LOCAL_REVIEW_CENTER,YES,YES,NO,UNKNOWN,NO,,,,,,YES,,,,,,,course_exam_review,https://3cmediasolutions.org/node/18002,2026-08-25T09:48:00.849Z,medium
Stuvia,stuvia.com,843467b2-ed80-47ce-b70c-62713dfbe9c6,St. John Fisher College,NY,ACCT 101,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,YES,,,,YES,,,course_exam_review,https://www.stuvia.com/en-us/search?page=3&s=acq101,2026-08-25T09:48:00.849Z,medium
Scribd,scribd.com,843467b2-ed80-47ce-b70c-62713dfbe9c6,St. John Fisher College,NY,ACCT 101,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,YES,,,,,,,course_exam_review,https://www.scribd.com/document/488411096/ACCT-101-Exam-1-S19-Questions-v2,2026-08-25T09:48:00.849Z,medium
The Princeton Review,princetonreview.com,695149ba-2389-45e3-8164-f29a9f46de55,Alabama A&M University,AL,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_exam_review; paid_tutoring,https://www.princetonreview.com/college/alabama-a-m-university-1023006,2026-08-25T09:48:00.823Z,high
whnt.com,whnt.com,695149ba-2389-45e3-8164-f29a9f46de55,Alabama A&M University,AL,,LOCAL_CAMPUS_TUTORING,LOCAL_REVIEW_CENTER,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_exam_review,https://whnt.com/sports/alabama-am/audit-of-alabama-am-shows-university-overpayed-employee-following-form-error-other-issues/,2026-08-25T09:48:00.823Z,medium
completega.org,completega.org,acde21cd-fdf6-410a-a141-a09eaaf24bac,Savannah State University,GA,ACCT 2101,LOCAL_CAMPUS_TUTORING,LOCAL_REVIEW_CENTER,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring,https://completega.org/savannah-state-university-2016-tutoring,2026-08-25T09:48:00.850Z,medium
tigersroar.com,tigersroar.com,acde21cd-fdf6-410a-a141-a09eaaf24bac,Savannah State University,GA,ACCT 2101,LOCAL_CAMPUS_TUTORING,LOCAL_REVIEW_CENTER,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring,https://www.tigersroar.com/article_46660f84-dc7b-11e8-b5b3-e7ae0d603bca.html,2026-08-25T09:48:00.850Z,medium
Wyzant,wyzant.com,acde21cd-fdf6-410a-a141-a09eaaf24bac,Savannah State University,GA,ACCT 2101,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring,https://www.wyzant.com/Savannah_State_University_Savannah_GA_ASVAB_tutors.aspx,2026-08-25T09:48:00.850Z,high
FrogTutoring,frogtutoring.com,acde21cd-fdf6-410a-a141-a09eaaf24bac,Savannah State University,GA,ACCT 2101,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,LIKELY,YES,NO,YES,NO,unknown,,Get a FREE Consultation,,,,,,YES,,,,school_acct_tutoring; fin_acct_tutoring,https://frogtutoring.com/tutors/savannah-state-university/organic-chemistry-i,2026-08-25T09:48:00.850Z,high
